task_id,ngo_id,title,ngo_name,about_task,direction_work,region,work_to_do,useful_skills,requirements_raw,skills_raw,skills_clean,directions_raw,directions_clean,format_raw,format_clean,participation_type,city_raw,city_clean,deadline,date_start,date_end,created_at,updated_at,publication_status,task_quality_score,is_duplicate_candidate,capacity,current_applications
task_00286,ngo_0069,Проверить договоры организации на соответствие законодательству,Центр добровольчества «Архангельские волонтёры»,"До 10 июня 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Правозащита,Москва,"- проводить консультации по запросу;
- объяснять правовые вопросы простым языком;
- подготавливать шаблоны и памятки;
- проверять документы;","коммуникации, таргет",переговоры,"коммуникации, таргет","коммуникации, таргет",  права человека  ,Правозащита,Смешанный,Смешанный,Смешанный,Москва,Москва,2026-06-10,22.03.2026,10.06.2026,2026-03-22,2026-03-23,moderation,0.622,0,3,3
task_00287,ngo_0019,Подготовить питч для размещения в СМИ,Образовательный проект «Ментальное здоровье»,Нужна волонтёрская помощь в формате «Смешанный». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Люди без жилья,Новосибирск,"- помогать с выступлениями спикеров;
- готовить питчи и предложения для СМИ;
- выстраивать контакты с журналистами;
- составлять пресс-релизы;","PR, Работа с детьми",медиа,"PR, Работа с детьми","PR, Работа с детьми",ночлежка; люди с инвалидностью,Люди без жилья|Инклюзия,Смешанный,Смешанный,Смешанный,НОВОСИБИРСК,Новосибирск,2026-06-25,07.02.2026,25.06.2026,2026-02-07,2026-02-11,published,0.596,0,2,1
task_00288,ngo_0004,Проанализировать эффективность работы горячей линии,Благотворительный фонд «Зелёная планета»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Социальная помощь». Особенно пригодятся навыки: Аналитика.",Социальная помощь,Новосибирск,"- построить визуализацию или дашборд;
- подготовить выводы в понятном формате;
- изучить исходные данные;
- дать рекомендации команде;",Аналитика,"АНАЛИТИКА, canva",Аналитика,Аналитика,"  соц помощь, музеи, медицина  ",Социальная помощь|Культура и искусство|Здравоохранение,Онлайн,Онлайн,Онлайн, Новосибирск ,Новосибирск,2026-06-10,15.02.2026,10.06.2026,2026-02-15,2026-02-18,published,0.442,0,1,3
task_00289,ngo_0015,Организовать набор волонтёров для уборки территории,Волонтёрский центр «Добровольцы Бурятии»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Москва и передать итог команде.",Культура и искусство,Москва,"- проводить вводные встречи;
- поддерживать связь с волонтёрами;
- вести реестр и распределять задачи;
- готовить отчёты по работе команды;","Координация волонтёров, Аналитика",координация волонтёров,"Координация волонтёров, Аналитика","Координация волонтёров, Аналитика","искусство, ночлежка, пожилые",Культура и искусство|Люди без жилья|Помощь пожилым,Оффлайн,Оффлайн,Оффлайн,  МОСКВА  ,Москва,2026-05-18,22.01.2026,18.05.2026,2026-01-22,2026-01-31,published,0.316,0,2,2
task_00290,ngo_0084,Проверить договоры организации на соответствие законодательству,Инициатива «Чистые берега»,"Мы ищем волонтёр-аналитик, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Миграция,Нижний Новгород,"- проверять документы;
- подготавливать шаблоны и памятки;
- проводить консультации по запросу;
- объяснять правовые вопросы простым языком;","Юридические услуги, Копирайтинг, Исследования","  юридические услуги, написание текстов, кабинетное исследование, no-code  ","Юридические услуги, Копирайтинг, Исследования, prompt engineering, Программирование","Юридические услуги, Копирайтинг, Исследования, prompt engineering, Программирование","мигранты, экология, культура, люди с инвалидностью",Миграция|Экология|Культура и искусство|Инклюзия,Смешанный,Смешанный,Смешанный, НИЖНИЙ НОВГОРОД ,Нижний Новгород,2026-05-14,26.02.2026,14.05.2026,2026-02-26,2026-02-28,published,0.588,0,2,1
task_00291,ngo_0020,Вести Телеграм-канал организации в течение месяца,Благотворительный фонд «Всё будет хорошо»,"Нам нужен волонтёр для работы с контентом и коммуникациями: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — онлайн.",Экология,Санкт-Петербург,"- готовить контент-план;
- следить за реакциями и отвечать на комментарии;
- создавать посты и истории;
- анализировать охваты;","SMM, помощь новичкам",  smm  ,"SMM, помощь новичкам","SMM, помощь новичкам","экологические проекты, помощь людям, инклюзия, адаптация",Экология|Социальная помощь|Инклюзия|Миграция,Онлайн,Онлайн,Онлайн, Санкт-Петербург ,Санкт-Петербург,2026-06-10,28.03.2026,10.06.2026,2026-03-28,2026-04-05,published,0.283,0,5,0
task_00292,ngo_0043,Провести серию уроков по финансовой грамотности для подростков,НКО «Право на жизнь»,"Необходимо помочь проекту в направлении «Инклюзия». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Инклюзия,Москва,"- собрать обратную связь;
- скорректировать программу по итогам;
- подготовить содержание занятия;
- провести занятие или серию встреч;","Педагогика, аниматор",педагогика,"Педагогика, аниматор","Педагогика, аниматор","люди с инвалидностью, села, спорт",Инклюзия|Сельские территории|Спорт и ЗОЖ,Онлайн,Онлайн,Онлайн,Москва,Москва,2026-07-10,12.04.2026,10.07.2026,2026-04-12,2026-04-16,published,0.709,0,5,2
task_00293,ngo_0088,Написать серию материалов о подопечных для сайта и соцсетей,АНО «Здесь и сейчас»,"Команде нужна поддержка волонтёра в регионе Челябинск. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Инклюзия,Челябинск,"- писать тексты по брифу и структуре;
- редактировать материалы команды;
- выдерживать тон и стиль бренда;
- брать короткие интервью у подопечных;","Копирайтинг, Координация волонтёров, SMM",написание текстов / управление волонтерами,"Копирайтинг, Координация волонтёров, SMM","Копирайтинг, Координация волонтёров, SMM",  люди с инвалидностью; правозащита; миграция  ,Инклюзия|Правозащита|Миграция,Онлайн,Онлайн,Онлайн, Челябинск ,Челябинск,2026-07-10,02.03.2026,10.07.2026,2026-03-02,2026-03-07,published,0.92,0,5,3
task_00294,ngo_0074,Организовать субботник в парке при поддержке НКО,АНО «Честный город»,Потребуется помощь волонтёр-организатор. Работа связана с направлением «Дети и молодёжь» и предполагает практический результат без лишней бюрократии.,Дети и молодёжь,Красноярск,"- решать оперативные вопросы в день проведения;
- составить план мероприятия;
- координировать участников;
- подготовить краткий отчёт;","Организация мероприятий, архив, аниматор","  ивенты, работа с документами, аниматор  ","Организация мероприятий, архив, аниматор, Фандрайзинг","Организация мероприятий, архив, аниматор, Фандрайзинг",  молодежь | музеи  ,Дети и молодёжь|Культура и искусство,Смешанный,Смешанный,Смешанный, КРАСНОЯРСК ,Красноярск,2026-06-01,27.01.2026,01.06.2026,2026-01-27,2026-02-01,published,0.65,0,1,3
task_00295,ngo_0076,Помочь архивировать документы за несколько лет,Благотворительный фонд «Маленький принц»,"С 30 января 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Оффлайн».",Кризисные ситуации,Пермь,"- обучить команду работе с документами;
- провести инвентаризацию;
- разобрать и систематизировать архив;
- создать удобную структуру хранения;","Работа с документами, SMM, привлечение средств",бумаги |  смм  | fundraising | педагогика,"Работа с документами, SMM, привлечение средств, Педагогика, Переводы","Работа с документами, SMM, привлечение средств, Педагогика, Переводы",чс / правозащита / музеи,Кризисные ситуации|Правозащита|Культура и искусство,Оффлайн,Оффлайн,Оффлайн,Пермь,Пермь,2026-05-14,30.01.2026,14.05.2026,2026-01-30,2026-02-02,published,0.461,0,1,1
task_00296,ngo_0076,Организовать субботник в парке при поддержке НКО,Благотворительный фонд «Маленький принц»,"До 16 мая 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Культура и искусство,Воронеж,"- координировать участников;
- решать оперативные вопросы в день проведения;
- составить план мероприятия;
- подготовить краткий отчёт;","Организация мероприятий, Переводы, Исследования",помощь на мероприятии; переводчик; опросы,"Организация мероприятий, Переводы, Исследования, SMM","Организация мероприятий, Переводы, Исследования, SMM","искусство,  сельские территории",Культура и искусство|Сельские территории,Онлайн,Онлайн,Онлайн,ВОРОНЕЖ,Воронеж,2026-05-16,03.03.2026,16.05.2026,2026-03-03,2026-03-05,published,0.885,0,1,1
task_00297,ngo_0006,Организовать субботник в парке при поддержке НКО,Волонтёрский центр «Открытое сердце»,Нужна волонтёрская помощь в формате «Смешанный». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Культура и искусство,Москва,"- подготовить краткий отчёт;
- координировать участников;
- решать оперативные вопросы в день проведения;
- составить план мероприятия;","Организация мероприятий, Аналитика, PR",помощь на мероприятии; excel,"Организация мероприятий, Аналитика, PR","Организация мероприятий, Аналитика, PR",культура,Культура и искусство,Смешанный,Смешанный,Смешанный, Москва ,Москва,2026-05-25,05.04.2026,25.05.2026,2026-04-05,2026-04-06,published,0.656,0,1,3
task_00298,ngo_0055,Стать наставником для выпускника детского дома,Фонд «Старость в почёте»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Образование». Особенно пригодятся навыки: Наставничество.",Образование,Екатеринбург,"- помогать с конкретными задачами и целями;
- регулярно общаться с подопечным;
- участвовать во встречах наставников;
- соблюдать конфиденциальность;",Наставничество,помощь новичкам,Наставничество,Наставничество,образование / правозащита,Образование|Правозащита,Смешанный,Смешанный,Смешанный,ЕКАТЕРИНБУРГ,Екатеринбург,2026-05-25,25.03.2026,25.05.2026,2026-03-25,2026-03-31,published,0.685,0,2,3
task_00299,ngo_0042,Перевести памятку о правах для мигрантов,Просветительский проект «Школа добрых дел»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Волгоград и передать итог команде.",Образование,Волгоград,"- соблюдать конфиденциальность;
- адаптировать материалы для аудитории;
- помогать на встречах;
- переводить документы и переписку;","Переводы, Копирайтинг",  перевод текстов | ux research  ,"Переводы, Копирайтинг","Переводы, Копирайтинг",просвещение | дети и молодёжь,Образование|Дети и молодёжь,Онлайн,Онлайн,Онлайн, Волгоград ,Волгоград,2026-05-18,24.04.2026,18.05.2026,2026-04-24,2026-04-28,published,0.764,0,5,3
task_00300,ngo_0020,Создать брендбук для новой организации,Благотворительный фонд «Всё будет хорошо»,"Мы ищем волонтёр с опытом в визуальных материалах, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Миграция,Санкт-Петербург,"- передавать готовые файлы;
- адаптировать материалы под разные форматы;
- согласовывать правки с командой;
- разрабатывать макеты по брифу;","Дизайн, Работа с документами, Переводы","ДИЗАЙН,  делопроизводство,  canva","Дизайн, Работа с документами, Переводы","Дизайн, Работа с документами, Переводы","миграция,  экологические проекты",Миграция|Экология,Онлайн,Онлайн,Онлайн, Санкт-Петербург ,Санкт-Петербург,2026-05-16,17.01.2026,16.05.2026,2026-01-17,2026-01-22,published,0.513,0,2,2
task_00301,ngo_0048,Организовать праздник для детей в больнице,Благотворительный фонд «Живём вместе»,"Нам нужен волонтёр-аналитик: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — смешанный.",Люди без жилья,Екатеринбург,"- провести занятие или мастер-класс;
- взаимодействовать с куратором;
- поддерживать позитивную атмосферу;
- соблюдать правила безопасности;","Работа с детьми, помощь на мероприятии, Работа с документами",дети | организация мероприятий | архив | data analysis,"Работа с детьми, помощь на мероприятии, Работа с документами, Аналитика, Коммуникация","Работа с детьми, помощь на мероприятии, Работа с документами, Аналитика, Коммуникация",ночлежка / кризисные ситуации / доступная среда,Люди без жилья|Кризисные ситуации|Инклюзия,Смешанный,Смешанный,Смешанный,Екатеринбург,Екатеринбург,2026-05-18,19.01.2026,18.05.2026,2026-01-19,2026-01-22,published,0.319,0,1,1
task_00302,ngo_0083,Запустить краудфандинговую кампанию на Планете.ру,АНО «Дом возможностей»,"Необходимо помочь проекту в направлении «Спорт и ЗОЖ». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Спорт и ЗОЖ,Москва,"- координировать продвижение;
- отчитываться об итогах сбора;
- подготовить тексты и контент;
- разработать идею кампании;","Фандрайзинг, Переводы, Аналитика",привлечение средств; translation,"Фандрайзинг, Переводы, Аналитика","Фандрайзинг, Переводы, Аналитика",спорт; ночлежка,Спорт и ЗОЖ|Люди без жилья,Онлайн,Онлайн,Онлайн,МОСКВА,Москва,2026-05-18,29.04.2026,18.05.2026,2026-04-29,2026-04-29,published,0.692,0,1,1
task_00303,ngo_0087,Провести первичный обзвон новых участников программы,Фонд «Право на образование»,"Команде нужна поддержка волонтёра в регионе Москва. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Миграция,Москва,"- отвечать на запросы по телефону или в мессенджере;
- фиксировать обращения в базе;
- обрабатывать входящие обращения;
- вести переписку с участниками;","Коммуникация, таргет",  коммуникации  ,"Коммуникация, таргет","Коммуникация, таргет",адаптация,Миграция,Онлайн,Онлайн,Онлайн, Москва ,Москва,2026-05-25,20.01.2026,25.05.2026,2026-01-20,2026-01-29,published,0.9,0,5,5
task_00304,ngo_0078,Разработать программу профориентации для выпускников детдома,Фонд «Доступная жизнь»,Потребуется помощь волонтёр-наставник. Работа связана с направлением «Кризисные ситуации» и предполагает практический результат без лишней бюрократии.,Кризисные ситуации,Новосибирск,"- собрать обратную связь;
- подготовить содержание занятия;
- скорректировать программу по итогам;
- провести занятие или серию встреч;","Педагогика, Медицина",педагогика,"Педагогика, Медицина","Педагогика, Медицина",  кризисные ситуации | приюты | бездомные  ,Кризисные ситуации|Животные|Люди без жилья,Онлайн,Онлайн,Онлайн,НОВОСИБИРСК,Новосибирск,2026-06-25,20.04.2026,25.06.2026,2026-04-20,2026-04-29,published,0.464,0,3,3
task_00305,ngo_0074,Адаптировать сайт организации для иностранной аудитории,АНО «Честный город»,"С 9 марта 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Онлайн».",Образование,Волгоград,"- переводить документы и переписку;
- адаптировать материалы для аудитории;
- соблюдать конфиденциальность;
- помогать на встречах;","Переводы, Медицина",переводчик,"Переводы, Медицина","Переводы, Медицина",  просвещение / помощь животным  ,Образование|Животные,Онлайн,Онлайн,Онлайн,  ВОЛГОГРАД  ,Волгоград,2026-06-25,09.03.2026,25.06.2026,2026-03-09,2026-03-18,published,0.59,0,5,1
task_00306,ngo_0054,Проверить договоры организации на соответствие законодательству,АНО «Мост доверия»,"До 1 июня 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Люди без жилья,Волгоград,"- проверять документы;
- проводить консультации по запросу;
- подготавливать шаблоны и памятки;
- объяснять правовые вопросы простым языком;",Юридические услуги,юридические услуги,Юридические услуги,Юридические услуги,"ночлежка, образование",Люди без жилья|Образование,Оффлайн,Оффлайн,Оффлайн, Волгоград ,Волгоград,2026-06-01,03.03.2026,01.06.2026,2026-03-03,2026-03-12,published,0.238,0,1,2
task_00307,ngo_0028,Написать и разослать пресс-релиз о мероприятии,Просветительский центр «Инклюзия без границ»,Нужна волонтёрская помощь в формате «Онлайн». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Экология,Москва,"- готовить питчи и предложения для СМИ;
- составлять пресс-релизы;
- помогать с выступлениями спикеров;
- выстраивать контакты с журналистами;","PR, Фандрайзинг, Переводы",  медиа / сбор средств / переводы / написание текстов  ,"PR, Фандрайзинг, Переводы, Копирайтинг, Психология","PR, Фандрайзинг, Переводы, Копирайтинг, Психология",экология | доступная среда,Экология|Инклюзия,Онлайн,Онлайн,Онлайн, Москва ,Москва,2026-06-10,18.04.2026,10.06.2026,2026-04-18,2026-04-27,draft,0.806,0,3,3
task_00308,ngo_0073,Перевести памятку о правах для мигрантов,АНО «Гражданская поддержка»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Образование». Особенно пригодятся навыки: Переводы и Программирование.",Образование,Москва,"- переводить документы и переписку;
- адаптировать материалы для аудитории;
- помогать на встречах;
- соблюдать конфиденциальность;","Переводы, Программирование",переводы,"Переводы, Программирование","Переводы, Программирование",образование / мигранты,Образование|Миграция,Смешанный,Смешанный,Смешанный,Москва,Москва,2026-06-10,23.02.2026,10.06.2026,2026-02-23,2026-03-03,published,0.769,0,3,2
task_00309,ngo_0069,Провести опрос участников программы о качестве услуг,Центр добровольчества «Архангельские волонтёры»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Москва и передать итог команде.",Дети и молодёжь,Москва,"- провести интервью или опросы;
- подготовить краткий отчёт с выводами;
- систематизировать результаты;
- разработать анкету или гайд;","коммуникации, Исследования, Организация мероприятий","переговоры,  исследования","коммуникации, Исследования, Организация мероприятий","коммуникации, Исследования, Организация мероприятий",  дети; экологические проекты  ,Дети и молодёжь|Экология,Оффлайн,Оффлайн,Оффлайн, Москва ,Москва,2026-06-25,23.01.2026,25.06.2026,2026-01-23,2026-01-26,published,0.843,0,2,1
task_00310,ngo_0014,Создать брендбук для новой организации,Инициатива «Горячая линия доброй помощи»,"Мы ищем волонтёр с опытом в визуальных материалах, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Животные,Санкт-Петербург,"- разрабатывать макеты по брифу;
- передавать готовые файлы;
- согласовывать правки с командой;
- адаптировать материалы под разные форматы;","Дизайн, Юридические услуги, Работа с документами","дизайн,  юридические услуги,  делопроизводство","Дизайн, Юридические услуги, Работа с документами, Переводы","Дизайн, Юридические услуги, Работа с документами, Переводы",помощь животным | села | дети | люди с инвалидностью,Животные|Сельские территории|Дети и молодёжь|Инклюзия,Оффлайн,Оффлайн,Оффлайн, САНКТ-ПЕТЕРБУРГ ,Санкт-Петербург,2026-05-18,31.03.2026,18.05.2026,2026-03-31,2026-04-04,published,0.739,0,2,0
task_00311,ngo_0048,Перевести памятку о правах для мигрантов,Благотворительный фонд «Живём вместе»,"Нам нужен волонтёр-переводчик: предстоит включиться в работу команды, аккуратно выполнить свою часть и согласовать результат. Формат участия — онлайн.",Люди без жилья,Красноярск,"- соблюдать конфиденциальность;
- адаптировать материалы для аудитории;
- переводить документы и переписку;
- помогать на встречах;",Переводы,translation,Переводы,Переводы,люди без жилья,Люди без жилья,Онлайн,Онлайн,Онлайн,  КРАСНОЯРСК  ,Красноярск,2026-05-25,09.03.2026,25.05.2026,2026-03-09,2026-03-18,published,0.469,0,1,3
task_00312,ngo_0007,Участвовать в выездном медицинском пункте для бездомных,Центр добровольчества «Калужские волонтёры»,"Необходимо помочь проекту в направлении «Кризисные ситуации». Важно разобраться в контексте, выполнить работу в срок и подготовить результат, который можно использовать дальше.",Кризисные ситуации,Казань,"- вести краткую документацию;
- помогать с документами для подопечных;
- участвовать в выезде или приёме;
- взаимодействовать с командой;","Медицина, Педагогика, коммуникации",  первая помощь | учитель  ,"Медицина, Педагогика, коммуникации","Медицина, Педагогика, коммуникации",  кризисные ситуации | дети  ,Кризисные ситуации|Дети и молодёжь,Онлайн,Онлайн,Онлайн,Казань,Казань,2026-07-10,18.02.2026,10.07.2026,2026-02-18,2026-02-26,published,0.516,0,1,4
task_00313,ngo_0084,Провести юридическую консультацию для бездомных людей,Инициатива «Чистые берега»,"Команде нужна поддержка волонтёра в регионе Санкт-Петербург. Задача рассчитана на ответственное участие, аккуратную коммуникацию и передачу результата координатору.",Дети и молодёжь,Санкт-Петербург,"- объяснять правовые вопросы простым языком;
- подготавливать шаблоны и памятки;
- проверять документы;
- проводить консультации по запросу;","Юридические услуги, coordination, Аналитика",  юрист / coordination  ,"Юридические услуги, coordination, Аналитика","Юридические услуги, coordination, Аналитика","дети, культура, социальная помощь, адаптация",Дети и молодёжь|Культура и искусство|Социальная помощь|Миграция,Онлайн,Онлайн,Онлайн, Санкт-Петербург ,Санкт-Петербург,2026-05-25,31.03.2026,25.05.2026,2026-03-31,2026-04-03,closed,0.17,0,2,0
task_00314,ngo_0072,Проанализировать эффективность работы горячей линии,Инициатива «Местный медиатор»,Потребуется помощь волонтёр с опытом в визуальных материалах. Работа связана с направлением «Образование» и предполагает практический результат без лишней бюрократии.,Образование,Москва,"- изучить исходные данные;
- дать рекомендации команде;
- подготовить выводы в понятном формате;
- построить визуализацию или дашборд;","Аналитика, Организация мероприятий",data analysis,"Аналитика, Организация мероприятий","Аналитика, Организация мероприятий","  образование, помощь пожилым  ",Образование|Помощь пожилым,Оффлайн,Оффлайн,Оффлайн, МОСКВА ,Москва,2026-06-10,28.04.2026,10.06.2026,2026-04-28,2026-05-03,published,0.201,0,3,1
task_00315,ngo_0076,Организовать набор волонтёров для уборки территории,Благотворительный фонд «Маленький принц»,"С 26 марта 2026 года можно подключиться к проекту и помочь команде закрыть важную часть работы. Подойдёт волонтёр, которому комфортен формат «Оффлайн».",Сельские территории,Пермь,"- поддерживать связь с волонтёрами;
- проводить вводные встречи;
- готовить отчёты по работе команды;
- вести реестр и распределять задачи;","Координация волонтёров, Фандрайзинг",управление волонтерами,"Координация волонтёров, Фандрайзинг","Координация волонтёров, Фандрайзинг",села / адаптация,Сельские территории|Миграция,Оффлайн,Оффлайн,Оффлайн,Пермь,Пермь,2026-05-16,26.03.2026,16.05.2026,2026-03-26,2026-03-26,published,0.492,0,2,2
task_00316,ngo_0017,Провести психологические консультации для участников кризисного проекта,Просветительская инициатива «Не молчи»,"До 1 июня 2026 года нужно подготовить результат для команды. Будет полезен человек, который умеет работать самостоятельно и вовремя согласовывать промежуточные шаги.",Кризисные ситуации,Самара,"- вести краткие записи;
- участвовать в супервизии команды;
- проводить индивидуальные консультации или групповые встречи;
- соблюдать этику и конфиденциальность;","Психология, Юридические услуги, Копирайтинг",  психолог | правовая помощь  ,"Психология, Юридические услуги, Копирайтинг","Психология, Юридические услуги, Копирайтинг","  чс, соц помощь, бездомные, искусство  ",Кризисные ситуации|Социальная помощь|Люди без жилья|Культура и искусство,Онлайн,Онлайн,Онлайн,САМАРА,Самара,2026-06-01,05.02.2026,01.06.2026,2026-02-05,2026-02-08,published,0.767,0,2,2
task_00317,ngo_0083,Помочь архивировать документы за несколько лет,АНО «Дом возможностей»,Нужна волонтёрская помощь в формате «Смешанный». Основной фокус — довести работу до завершения и передать материалы или выводы координатору.,Культура и искусство,Санкт-Петербург,"- разобрать и систематизировать архив;
- провести инвентаризацию;
- обучить команду работе с документами;
- создать удобную структуру хранения;","Работа с документами, Юридические услуги",  работа с документами  ,"Работа с документами, Юридические услуги","Работа с документами, Юридические услуги",  искусство  ,Культура и искусство,Смешанный,Смешанный,Смешанный,Санкт-Петербург,Санкт-Петербург,2026-06-01,26.03.2026,01.06.2026,2026-03-26,2026-03-28,published,0.275,0,5,1
task_00318,ngo_0074,Провести психологические консультации для участников кризисного проекта,АНО «Честный город»,"Команда ищет участника, который сможет быстро погрузиться в задачу и помочь в направлении «Животные». Особенно пригодятся навыки: Психология.",Животные,Омск,"- вести краткие записи;
- проводить индивидуальные консультации или групповые встречи;
- соблюдать этику и конфиденциальность;
- участвовать в супервизии команды;",Психология,  психолог  ,Психология,Психология,животные / музеи,Животные|Культура и искусство,Онлайн,Онлайн,Онлайн, Омск ,Омск,2026-07-10,13.02.2026,10.07.2026,2026-02-13,2026-02-22,published,0.754,0,5,2
task_00319,ngo_0088,Снять документальный ролик о работе приюта для животных,АНО «Здесь и сейчас»,"Это практическая волонтёрская задача с понятным результатом. Нужно внимательно выполнить договорённости, учитывать контекст региона Волгоград и передать итог команде.",Кризисные ситуации,Волгоград,"- соблюдать этику при работе с людьми;
- обрабатывать материалы;
- снимать на мероприятиях;
- передавать итоговые файлы команде;","Фото и видео, привлечение средств, помощь новичкам","видео, донаты, наставничество, редактура","Фото и видео, привлечение средств, помощь новичкам, Копирайтинг, Коммуникация","Фото и видео, привлечение средств, помощь новичкам, Копирайтинг, Коммуникация",чс,Кризисные ситуации,Оффлайн,Оффлайн,Оффлайн,Волгоград,Волгоград,2026-05-18,17.04.2026,18.05.2026,2026-04-17,2026-04-20,published,0.854,0,5,4
task_00320,ngo_extra_0080,Проанализировать эффективность работы горячей линии,Фонд «Безопасная среда»,"Мы ищем волонтёр с опытом в визуальных материалах, который поможет команде получить понятный и применимый результат. Работа подойдёт человеку, готовому соблюдать договорённости и передать итог координатору.",Животные,Казань,"- подготовить выводы в понятном формате;
- дать рекомендации команде;
- изучить исходные данные;
- построить визуализацию или дашборд;","Аналитика, Юридические услуги, Работа с документами",анализ данных / Юридические услуги / Работа с документами,"Аналитика, Юридические услуги, Работа с документами","Аналитика, Юридические услуги, Работа с документами",Животные,Животные,Онлайн,Онлайн,Онлайн,Казань,Казань,2026-06-18,01.02.2026,18.06.2026,2026-02-01,2026-02-11,published,0.9,0,2,3
